,Way_Id,Nod_ref,Tags
9147,144798254,"['1583016915', '1583016878', '1583016870', '1583016901', '1583016915']",{'leisure': 'pitch'}
9148,144798255,"['2073157718', '1583016867', '1583016865', '1583016862', '1583016892', '1583016891', '1583016880', '1583016883', '1583016863', '1583016907', '1583016889', '1583016910', '1583016914', '1583016840', '1583016868', '1583016890', '1583016897', '1583016898']","{'highway': 'track', 'tracktype': 'grade3'}"
9149,144798256,"['1583016912', '1583016849', '1583016876', '1583016888', '1583016912']",{'leisure': 'pitch'}
9150,144798260,"['1583016900', '1583016858', '1583016875', '1583016853', '1583016900']",{'leisure': 'pitch'}
9151,145177351,"['1456990086', '1586145764', '1586145762', '1456990114', '2191275871', '1456990107', '1456990082', '1586145753', '1586145757', '1456990086']","{'name': 'El Fargue', 'landuse': 'cemetery', 'religion': 'christian', 'denomination': 'catholic'}"
9152,145177356,"['1456990128', '1586145766', '1456990122', '1456990089', '1456990103', '1456990113', '1586145796', '1586145800', '2191275880', '1586145813', '1586145807', '1586145803', '1586145812', '1586145809', '1586145794', '1586145774', '1586145771', '1586145769', '1586145767', '1456990128']","{'substation': 'transmission', 'location': 'outdoor', 'frequency': '50', 'power': 'substation', 'voltage': '132000;66000'}"
9153,145317290,"['1016435614', '1587433652', '1016436373', '1587433657', '1587433659', '1587433660', '1016435250', '1016435025', '1016438146', '1587433658', '1587433656', '1587433654', '1016437350', '1587433648', '1587433644']","{'name': 'Distribuidor Norte', 'highway': 'secondary', 'ref': 'A-4006', 'junction': 'roundabout'}"
9154,145342966,"['1437358496', '1215953171', '1423174045', '1215953291', '1930505183', '1423087374']","{'name': 'Calle Mercedes Gaibrois', 'highway': 'residential', 'oneway': 'no'}"
9155,145398534,"['1588188773', '1588188761', '1588188774', '1588188786', '1588188795', '1588188796', '1588188798', '1588188788', '1588188792', '1588188803', '1588188805', '1588188810', '1588188816', '1588188821', '1588188826', '1588188823', '1588188820', '1588188817', '1588188811', '1588188808', '1588188801', '1588188799', '1588188793', '1588188787', '1588188780', '1588188777', '1588188775', '1588188773']","{'amenity': 'restaurant', 'phone': '+34 958414077', 'building': 'yes', 'name': 'Pabellón de las Artes'}"
9156,145398536,"['1588188782', '1588188794']",{'highway': 'service'}
9157,145398537,"['1588188822', '1588188863', '1588188882']",{'highway': 'service'}
9158,145398538,"['1588188698', '1588188715', '1588188722', '1588188766', '1588188791', '1588188800', '1588188804', '1588188809', '1588188814', '1588188818', '1588188822', '1588188819', '1588188813', '1588188806', '1588188797', '1588188784', '1588188769', '1588188749', '1588188738', '1588188735', '1588188733', '1588188734', '1588188741', '1588188755', '1588188770', '1588188790', '1588188807', '1588188812', '1588188828', '1588188832', '1588188839', '1588188837', '1588188840', '1588188842', '1588188844', '1588188858', '1588188862', '1588188872', '1588188870', '1588188866', '1588188860', '1588188859', '1588188857', '1588188815', '1588188789', '1588188782', '1588188772', '1588188765', '1588188743', '1588188723', '1588188721', '1588188716', '1588188712', '1588188714', '1588188720', '1588188722']",{'highway': 'service'}
9159,145398539,"['1588188759', '1588188745', '1588188739', '1588188776', '1588188781', '1588188785', '1588188783', '1588188778', '1588188771', '1588188773', '1588188761', '1588188737', '1588188747', '1588188756', '1588188759']",{'amenity': 'parking'}
9160,145398540,"['1588188881', '1588188880', '1588188879', '1588188884', '1588188891', '1588188890', '1588188887', '1588188868', '1588188845', '1588188856', '1588188802', '1588188779', '1588188763', '1588188736', '1588188717', '1588188699', '1588188692', '1588188696', '1588188700', '1588188710', '1588188715', '1588188718', '1588188708', '1588188719', '1588188757', '1588188841', '1588188843', '1588188864', '1588188889', '1588188892', '2615763970', '1588188881']",{'barrier': 'wall'}
9161,145398541,"['1588188830', '1588188886', '1588188888', '1588188861', '1588188834', '1588188830']",{'amenity': 'parking'}
9162,145404371,"['1588236447', '1588236448', '1588236450', '1588236449', '1588236444', '1588236429', '1588236428']","{'name': 'Avenida de las Constelaciones', 'highway': 'residential', 'oneway': 'yes'}"
9163,145404372,"['1588249281', '1588236455', '1588236466', '1588236468', '1588236472', '1588236473', '1588236474', '1588236475', '1588236470', '1639319853', '1588236463']","{'name': 'Avenida de las Constelaciones', 'highway': 'residential', 'oneway': 'yes'}"
9164,145404373,"['1588236474', '1588236481']","{'name': 'Calle Andrómeda', 'highway': 'residential'}"
9165,145404374,"['1588236468', '1588236477']","{'name': 'Calle Casiopea', 'highway': 'residential'}"
9166,145404376,"['1384939393', '1588236425', '1432726338', '1432726336', '1432726358', '565567950']","{'name': 'Calle Molino Nuevo', 'highway': 'residential'}"
9167,145404377,"['1588236482', '1588236475']","{'name': 'Calle Orión', 'highway': 'residential'}"
9168,145404378,"['1588236462', '2480602444']","{'name': 'Calle Pedro Machuca', 'highway': 'secondary'}"
9169,145404379,"['1588236470', '2480602443', '2480602442', '2480602445', '2480602446', '2480602447', '1588236479', '1588236480', '1588236482', '1588236483', '1588236481']","{'name': 'Calle Pegaso', 'highway': 'residential'}"
9170,145404380,"['1588236444', '1588236427', '1588236428']","{'name': 'Calle Sirio', 'highway': 'residential'}"
9171,145404381,"['1588236421', '1588236426', '1588236423', '1588236420']","{'name': 'Calle Sultán Mohamed V', 'highway': 'residential'}"
9172,145404382,"['1588236448', '1588236425']","{'name': 'Calle Taurus', 'highway': 'residential'}"
9173,145404383,"['565567948', '1432726365', '565567949', '565567950', '565567951', '1588236428', '1588249281', '1717745726', '1717745729', '1588236476']","{'name': 'Camino de los Yeseros', 'highway': 'residential'}"
9174,145404384,"['4267822874', '4267822875', '4267822876', '4267822877', '1588236449', '1588236452', '1588236456', '1588236464', '1588236467', '4267822870', '4267822871', '4267822872', '4267822873', '1588236472', '1588236471', '1588236469', '1588236465', '1588236459', '1588236453', '4267822874']","{'highway': 'residential', 'junction': 'roundabout'}"
9175,145405929,"['1588249274', '1588249277', '1588249275', '1588249261']","{'name': 'Calle Sultán Yusuf I', 'highway': 'residential'}"
9176,145405931,"['1432726366', '1588249263', '1432726355']","{'name': 'Plaza Rey Badis', 'highway': 'pedestrian'}"
9177,145405934,"['1432726363', '1588249265', '1432726345']","{'name': 'Plaza Rey Badis', 'highway': 'pedestrian'}"
9178,145405936,"['1588249279', '1588249276']",{'highway': 'pedestrian'}
9179,145405937,"['1588249262', '1432726338']",{'highway': 'pedestrian'}
9180,145405938,"['1588249260', '1588249278']",{'highway': 'pedestrian'}
9181,145405939,"['244521043', '1597467839', '582486964']","{'name': 'Calle Poetisa Hamduna', 'highway': 'residential'}"
9182,145406095,"['1588250417', '1588250418', '1588250416']","{'name': 'Calle Arquitecto José Contreras', 'highway': 'pedestrian'}"
9183,145406096,"['1588250422', '1588250419', '1588250420', '1588250423', '1588250422']","{'name': 'Plaza Francisco Javier Simonet', 'highway': 'residential'}"
9184,145406097,"['1588250422', '1428170825']",{'highway': 'residential'}
9185,145407202,"['1588258329', '1588258327']","{'name': 'Calle Pozo de Cancelada', 'highway': 'pedestrian'}"
9186,145407203,"['1674439744', '1588258333', '1588258332']","{'name': 'Calle Valdepeñas', 'highway': 'residential'}"
9187,145407204,"['1674439747', '1588258339']",{'highway': 'pedestrian'}
9188,145407205,"['1674439749', '1588258342', '1588258345', '1674439751']",{'highway': 'residential'}
9189,145407409,"['1588258333', '1449441032']","{'name': 'Calle Andújar', 'highway': 'residential'}"
9190,145407410,"['1905480540', '1893742570', '1588261470']","{'name': 'Calle Pozo Alcón', 'highway': 'residential'}"
9191,145407411,"['420891550', '420891536']",{'highway': 'residential'}
9192,145407796,"['420891581', '1588267188']","{'name': 'Calle Alcalá la Real', 'highway': 'pedestrian'}"
9193,145407797,"['1674439741', '1588267189', '581047757']","{'name': 'Calle Torreperogil', 'highway': 'pedestrian'}"
9194,145407798,"['1588267188', '1588267187']",{'highway': 'steps'}
9195,145409095,"['1674439743', '1449441032']","{'name': 'Calle Arquitecto Modesto Cendoya', 'highway': 'pedestrian'}"
9196,145409679,"['4020184758', '1025639542']",{'highway': 'construction'}
9197,145409680,"['1025639560', '1025639542']","{'name': 'Calle Deifontes', 'highway': 'residential'}"
9198,145410243,"['1025640024', '1025640154', '1025639753']","{'name': 'Avenida Federico García Lorca', 'highway': 'residential'}"
9199,145410245,"['1025639516', '1025640088', '1025639764', '1025639536', '1025639762', '1025639650', '1025639951']","{'name': 'Calle El Chaparral', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}"
9200,145411321,"['1827986659', '1828455167', '1828455165']","{'name': 'Calle La Espartera', 'highway': 'residential', 'oneway': 'yes'}"
9201,145411324,"['554895188', '554895160']","{'highway': 'residential', 'oneway': 'yes'}"
9202,145411938,"['1588307305', '1352789855', '1352789952', '1674842898']","{'name': 'Calle Eurípides', 'highway': 'pedestrian'}"
9203,145411939,"['1674842900', '1588307303', '1674830544', '1674830539', '1588307298']","{'name': 'Calle Julio César', 'highway': 'pedestrian'}"
9204,145411940,"['290918404', '1352787402', '1449593117', '1449593118', '1449593119']","{'source:date': '2008', 'highway': 'service', 'source': 'PNOA', 'service': 'parking_aisle', 'oneway': 'yes'}"
9205,145510682,"['1432066069', '1449444704', '1432066039']","{'name': 'Placeta Hornillo', 'highway': 'residential'}"
9206,145515492,"['1589326969', '1589326972']","{'name': 'Calle Adriano', 'highway': 'footway'}"
9207,145515494,"['1589326972', '1589326973', '1589326974', '544893716', '1589326975', '325191080']","{'name': 'Calle Adriano', 'highway': 'residential'}"
9208,145515499,"['1589326994', '1589326991']","{'name': 'Callejón de Sillería', 'highway': 'residential'}"
9209,145515500,"['1589326984', '1589326974']",{'highway': 'residential'}
9210,145515503,"['1589326977', '1589326973']",{'highway': 'residential'}
9211,145515504,"['1589326976', '1589326972']",{'highway': 'residential'}
9212,145521213,"['544893907', '3224527064']","{'name': 'Calle Periodista Manuel Amaro Pérez', 'highway': 'pedestrian'}"
9213,145521214,"['544894059', '544894060']","{'name': 'Plaza Asociación de la Prensa', 'highway': 'pedestrian'}"
9214,145524418,"['1351336715', '1687566921', '325190518']","{'name': 'Calle Jaque Bajo', 'highway': 'residential'}"
9215,145524419,"['1351336715', '1351336734', '1351336663', '1351336765', '1351336676']",{'highway': 'residential'}
9216,145524420,"['325190518', '325190006']","{'name': 'Calle Periodista Ricardo Martínez Pérez', 'highway': 'residential'}"
9217,145526804,"['325190006', '1351692651', '1351336676', '1351693185', '325190728']","{'name': 'Calle Pitágoras', 'highway': 'residential'}"
9218,145528115,"['325189725', '1351692848', '1351693116', '1351693120', '325191080']","{'name': 'Calle Olimpia', 'highway': 'residential'}"
9219,145528117,"['1352734305', '1589425217']","{'highway': 'footway', 'bridge': 'yes'}"
9220,145528118,"['1589425217', '1589425219', '484668969']",{'highway': 'footway'}
9221,145530855,"['1589438805', '1589438801', '1589438798', '1589438794', '1589438791', '1589438786', '1589438785', '1589438788', '1589438793', '1589438796', '1589438800', '1589438803', '1589438808', '1589438812', '1589438817', '1589438819', '1589438822', '1589438826', '1589438833', '1589438836', '1589438837', '1589438835', '1589438828', '1589438824', '1589438821', '1589438818', '1589438813', '1589438810', '1589438807', '1589438805']","{'name': 'Plaza Periodista Marino Antequera', 'highway': 'residential', 'junction': 'roundabout', 'oneway': 'yes'}"
9222,145547234,"['1502984483', '1502984506']","{'name': 'Calle Caña', 'highway': 'residential'}"
9223,145547239,"['1502984406', '1502984409', '1502984410']","{'name': 'Calle El Tío Vázquez', 'highway': 'residential'}"
9224,145547240,"['1502984472', '1502984489', '265746041']","{'name': 'Calle Secaderos', 'highway': 'residential'}"
9225,145547242,"['265746037', '1502984453']","{'name': 'Plaza del Tabaco', 'highway': 'pedestrian'}"
9226,145547243,"['1502984453', '1502984428']","{'name': 'Plaza del Tabaco', 'highway': 'residential'}"
9227,145550382,"['1502984428', '1502984408']","{'name': 'Plaza Hermano Carlos', 'highway': 'residential'}"
9228,145550385,"['1589492686', '1589492688', '1502984428']","{'name': 'Plaza Hermano Carlos', 'highway': 'residential'}"
9229,145552036,"['1502984414', '1502984364', '1502984351']","{'name': 'Calle Escritor José España', 'highway': 'residential'}"
9230,145552037,"['1589498517', '1589498519']",{'highway': 'footway'}
9231,145552038,"['1589498503', '1589498510']",{'highway': 'footway'}
9232,145552039,"['1589498513', '1589498505', '1589498503', '1502984389']",{'highway': 'pedestrian'}
9233,145552042,"['1502984426', '1589498514', '1589498510', '1589498512', '1589498515', '1589498519', '1589498520', '1589498521', '1589498522']",{'highway': 'footway'}
9234,145554917,"['1502984584', '1589503778', '311670589']","{'name': 'Calle Industria', 'highway': 'residential', 'oneway': 'yes'}"
9235,145554918,"['1589503781', '1589503780', '1589503779', '1589503778']","{'name': 'Calle Máquina de Vapor', 'highway': 'pedestrian'}"
9236,145554921,"['311670596', '311670595', '311670594']","{'highway': 'residential', 'oneway': 'yes'}"
9237,145554922,"['1502984533', '1502984536', '2191340725', '1502984563']","{'name': 'Calle de la Construcción', 'highway': 'residential'}"
9238,145555452,"['1502984563', '1502984566']",{'highway': 'residential'}
9239,145555453,"['311670587', '1502984556']",{'highway': 'unclassified'}
9240,145555475,"['582458287', '1589506842']",{'highway': 'residential'}
9241,145556697,"['1208065389', '469268604', '582458273', '582458276', '582458279', '469268608']","{'name': 'Avenida Goria Fuertes', 'highway': 'residential'}"
9242,145556699,"['325184094', '1208065386', '582458283']","{'name': 'Calle Bergantín', 'highway': 'residential'}"
9243,145556700,"['1589515678', '1589515675', '1589515674', '1589515673', '1589515678']","{'name': 'Parque Cronista Juan Bustos', 'leisure': 'park'}"
9244,145557986,"['365463560', '1589526295', '582458284', '582458286', '325184097']","{'name': 'Calle Carabela', 'highway': 'pedestrian'}"
9245,145557987,"['1589526256', '1749510935', '1589526228']","{'name': 'Plaza Marie Curie', 'highway': 'pedestrian'}"
9246,145557988,"['1589526283', '1749510936', '1589526251']","{'name': 'Plaza Marie Curie', 'highway': 'pedestrian'}"
9247,145557989,"['1589526285', '1589526291', '1830213085']","{'name': 'Calle Corbeta', 'highway': 'pedestrian'}"
9248,145557991,"['1589526287', '1208065276', '1589526289', '1589526293', '1830213082']","{'name': 'Calle Galeón', 'highway': 'pedestrian'}"
